Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.4
Sample Interval,0.0032
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Label,
TIME,CH1
-3.200e+00,0.58
-3.197e+00,0.62
-3.194e+00,0.62
-3.190e+00,0.66
-3.187e+00,0.66
-3.184e+00,0.7
-3.181e+00,0.7
-3.178e+00,0.74
-3.174e+00,0.74
-3.171e+00,0.74
-3.168e+00,0.78
-3.165e+00,0.82
-3.162e+00,0.82
-3.158e+00,0.82
-3.155e+00,0.86
-3.152e+00,0.9
-3.149e+00,0.9
-3.146e+00,0.94
-3.142e+00,0.94
-3.139e+00,0.94
-3.136e+00,0.98
-3.133e+00,1.02
-3.130e+00,1.02
-3.126e+00,1.02
-3.123e+00,1.06
-3.120e+00,1.06
-3.117e+00,1.06
-3.114e+00,1.14
-3.110e+00,1.14
-3.107e+00,1.18
-3.104e+00,1.18
-3.101e+00,1.22
-3.098e+00,1.18
-3.094e+00,1.26
-3.091e+00,1.26
-3.088e+00,1.3
-3.085e+00,1.3
-3.082e+00,1.34
-3.078e+00,1.34
-3.075e+00,1.34
-3.072e+00,1.38
-3.069e+00,1.42
-3.066e+00,1.38
-3.062e+00,1.42
-3.059e+00,1.46
-3.056e+00,1.46
-3.053e+00,1.5
-3.050e+00,1.5
-3.046e+00,1.5
-3.043e+00,1.54
-3.040e+00,1.54
-3.037e+00,1.58
-3.034e+00,1.58
-3.030e+00,1.58
-3.027e+00,1.62
-3.024e+00,1.62
-3.021e+00,1.62
-3.018e+00,1.66
-3.014e+00,1.66
-3.011e+00,1.7
-3.008e+00,1.66
-3.005e+00,1.7
-3.002e+00,1.74
-2.998e+00,1.74
-2.995e+00,1.74
-2.992e+00,1.78
-2.989e+00,1.78
-2.986e+00,1.82
-2.982e+00,1.78
-2.979e+00,1.82
-2.976e+00,1.82
-2.973e+00,1.82
-2.970e+00,1.82
-2.966e+00,1.86
-2.963e+00,1.86
-2.960e+00,1.86
-2.957e+00,1.9
-2.954e+00,1.9
-2.950e+00,1.9
-2.947e+00,1.9
-2.944e+00,1.94
-2.941e+00,1.94
-2.938e+00,1.9
-2.934e+00,1.94
-2.931e+00,1.94
-2.928e+00,1.94
-2.925e+00,1.98
-2.922e+00,1.98
-2.918e+00,1.98
-2.915e+00,1.98
-2.912e+00,1.94
-2.909e+00,1.98
-2.906e+00,1.98
-2.902e+00,1.98
-2.899e+00,1.98
-2.896e+00,1.98
-2.893e+00,1.98
-2.890e+00,1.98
-2.886e+00,2.02
-2.883e+00,2.02
-2.880e+00,2.02
-2.877e+00,1.98
-2.874e+00,1.98
-2.870e+00,1.98
-2.867e+00,1.98
-2.864e+00,1.98
-2.861e+00,1.98
-2.858e+00,1.98
-2.854e+00,1.98
-2.851e+00,1.98
-2.848e+00,1.98
-2.845e+00,1.98
-2.842e+00,1.94
-2.838e+00,1.94
-2.835e+00,1.94
-2.832e+00,1.94
-2.829e+00,1.94
-2.826e+00,1.94
-2.822e+00,1.94
-2.819e+00,1.9
-2.816e+00,1.9
-2.813e+00,1.9
-2.810e+00,1.9
-2.806e+00,1.9
-2.803e+00,1.9
-2.800e+00,1.86
-2.797e+00,1.86
-2.794e+00,1.86
-2.790e+00,1.82
-2.787e+00,1.82
-2.784e+00,1.82
-2.781e+00,1.82
-2.778e+00,1.78
-2.774e+00,1.78
-2.771e+00,1.74
-2.768e+00,1.74
-2.765e+00,1.74
-2.762e+00,1.74
-2.758e+00,1.7
-2.755e+00,1.7
-2.752e+00,1.7
-2.749e+00,1.66
-2.746e+00,1.66
-2.742e+00,1.66
-2.739e+00,1.62
-2.736e+00,1.62
-2.733e+00,1.62
-2.730e+00,1.58
-2.726e+00,1.58
-2.723e+00,1.58
-2.720e+00,1.54
-2.717e+00,1.5
-2.714e+00,1.5
-2.710e+00,1.5
-2.707e+00,1.46
-2.704e+00,1.42
-2.701e+00,1.46
-2.698e+00,1.42
-2.694e+00,1.42
-2.691e+00,1.38
-2.688e+00,1.38
-2.685e+00,1.34
-2.682e+00,1.34
-2.678e+00,1.3
-2.675e+00,1.26
-2.672e+00,1.26
-2.669e+00,1.26
-2.666e+00,1.22
-2.662e+00,1.22
-2.659e+00,1.18
-2.656e+00,1.18
-2.653e+00,1.14
-2.650e+00,1.14
-2.646e+00,1.1
-2.643e+00,1.1
-2.640e+00,1.06
-2.637e+00,1.06
-2.634e+00,1.02
-2.630e+00,1.02
-2.627e+00,0.98
-2.624e+00,0.94
-2.621e+00,0.94
-2.618e+00,0.94
-2.614e+00,0.9
-2.611e+00,0.9
-2.608e+00,0.86
-2.605e+00,0.82
-2.602e+00,0.82
-2.598e+00,0.82
-2.595e+00,0.78
-2.592e+00,0.78
-2.589e+00,0.74
-2.586e+00,0.74
-2.582e+00,0.7
-2.579e+00,0.66
-2.576e+00,0.66
-2.573e+00,0.66
-2.570e+00,0.62
-2.566e+00,0.62
-2.563e+00,0.58
-2.560e+00,0.58
-2.557e+00,0.54
-2.554e+00,0.54
-2.550e+00,0.54
-2.547e+00,0.5
-2.544e+00,0.5
-2.541e+00,0.46
-2.538e+00,0.46
-2.534e+00,0.42
-2.531e+00,0.38
-2.528e+00,0.42
-2.525e+00,0.38
-2.522e+00,0.38
-2.518e+00,0.38
-2.515e+00,0.3
-2.512e+00,0.34
-2.509e+00,0.34
-2.506e+00,0.3
-2.502e+00,0.26
-2.499e+00,0.3
-2.496e+00,0.3
-2.493e+00,0.26
-2.490e+00,0.26
-2.486e+00,0.22
-2.483e+00,0.22
-2.480e+00,0.18
-2.477e+00,0.18
-2.474e+00,0.18
-2.470e+00,0.18
-2.467e+00,0.14
-2.464e+00,0.14
-2.461e+00,0.14
-2.458e+00,0.14
-2.454e+00,0.1
-2.451e+00,0.14
-2.448e+00,0.1
-2.445e+00,0.1
-2.442e+00,0.1
-2.438e+00,0.06
-2.435e+00,0.06
-2.432e+00,0.06
-2.429e+00,0.06
-2.426e+00,0.06
-2.422e+00,0.06
-2.419e+00,0.02
-2.416e+00,0.06
-2.413e+00,0.06
-2.410e+00,0.02
-2.406e+00,0.02
-2.403e+00,0.02
-2.400e+00,0.02
-2.397e+00,0.02
-2.394e+00,0.02
-2.390e+00,0.02
-2.387e+00,0.02
-2.384e+00,0.02
-2.381e+00,0.02
-2.378e+00,0.02
-2.374e+00,0.02
-2.371e+00,0.02
-2.368e+00,-0.02
-2.365e+00,0.02
-2.362e+00,0.02
-2.358e+00,0.02
-2.355e+00,0.02
-2.352e+00,0.02
-2.349e+00,0.06
-2.346e+00,0.06
-2.342e+00,0.06
-2.339e+00,0.06
-2.336e+00,0.06
-2.333e+00,0.06
-2.330e+00,0.06
-2.326e+00,0.1
-2.323e+00,0.1
-2.320e+00,0.1
-2.317e+00,0.1
-2.314e+00,0.1
-2.310e+00,0.14
-2.307e+00,0.14
-2.304e+00,0.14
-2.301e+00,0.18
-2.298e+00,0.14
-2.294e+00,0.14
-2.291e+00,0.18
-2.288e+00,0.18
-2.285e+00,0.22
-2.282e+00,0.22
-2.278e+00,0.22
-2.275e+00,0.26
-2.272e+00,0.22
-2.269e+00,0.26
-2.266e+00,0.26
-2.262e+00,0.3
-2.259e+00,0.3
-2.256e+00,0.3
-2.253e+00,0.3
-2.250e+00,0.34
-2.246e+00,0.34
-2.243e+00,0.34
-2.240e+00,0.42
-2.237e+00,0.42
-2.234e+00,0.42
-2.230e+00,0.42
-2.227e+00,0.42
-2.224e+00,0.46
-2.221e+00,0.5
-2.218e+00,0.5
-2.214e+00,0.54
-2.211e+00,0.54
-2.208e+00,0.54
-2.205e+00,0.54
-2.202e+00,0.58
-2.198e+00,0.58
-2.195e+00,0.62
-2.192e+00,0.66
-2.189e+00,0.66
-2.186e+00,0.66
-2.182e+00,0.7
-2.179e+00,0.7
-2.176e+00,0.74
-2.173e+00,0.78
-2.170e+00,0.78
-2.166e+00,0.82
-2.163e+00,0.78
-2.160e+00,0.82
-2.157e+00,0.86
-2.154e+00,0.86
-2.150e+00,0.86
-2.147e+00,0.9
-2.144e+00,0.94
-2.141e+00,0.94
-2.138e+00,0.98
-2.134e+00,0.98
-2.131e+00,1.02
-2.128e+00,1.02
-2.125e+00,1.06
-2.122e+00,1.06
-2.118e+00,1.1
-2.115e+00,1.1
-2.112e+00,1.14
-2.109e+00,1.14
-2.106e+00,1.18
-2.102e+00,1.22
-2.099e+00,1.22
-2.096e+00,1.22
-2.093e+00,1.26
-2.090e+00,1.26
-2.086e+00,1.3
-2.083e+00,1.3
-2.080e+00,1.3
-2.077e+00,1.34
-2.074e+00,1.38
-2.070e+00,1.38
-2.067e+00,1.38
-2.064e+00,1.42
-2.061e+00,1.42
-2.058e+00,1.46
-2.054e+00,1.46
-2.051e+00,1.5
-2.048e+00,1.5
-2.045e+00,1.5
-2.042e+00,1.54
-2.038e+00,1.54
-2.035e+00,1.58
-2.032e+00,1.58
-2.029e+00,1.62
-2.026e+00,1.62
-2.022e+00,1.62
-2.019e+00,1.62
-2.016e+00,1.66
-2.013e+00,1.66
-2.010e+00,1.7
-2.006e+00,1.66
-2.003e+00,1.74
-2.000e+00,1.74
-1.997e+00,1.7
-1.994e+00,1.74
-1.990e+00,1.78
-1.987e+00,1.78
-1.984e+00,1.82
-1.981e+00,1.82
-1.978e+00,1.82
-1.974e+00,1.82
-1.971e+00,1.86
-1.968e+00,1.86
-1.965e+00,1.86
-1.962e+00,1.86
-1.958e+00,1.86
-1.955e+00,1.9
-1.952e+00,1.9
-1.949e+00,1.9
-1.946e+00,1.9
-1.942e+00,1.94
-1.939e+00,1.9
-1.936e+00,1.9
-1.933e+00,1.94
-1.930e+00,1.94
-1.926e+00,1.94
-1.923e+00,1.94
-1.920e+00,1.94
-1.917e+00,1.94
-1.914e+00,1.94
-1.910e+00,1.98
