Model,TBS1102C
-1.907e+00,1.98
-1.904e+00,1.98
-1.901e+00,1.98
-1.898e+00,1.98
-1.894e+00,1.98
-1.891e+00,1.98
-1.888e+00,1.98
-1.885e+00,1.98
-1.882e+00,2.02
-1.878e+00,1.98
-1.875e+00,1.98
-1.872e+00,1.98
-1.869e+00,1.98
-1.866e+00,2.02
-1.862e+00,1.98
-1.859e+00,1.98
-1.856e+00,1.98
-1.853e+00,1.98
-1.850e+00,1.98
-1.846e+00,1.94
-1.843e+00,1.94
-1.840e+00,1.94
-1.837e+00,1.94
-1.834e+00,1.94
-1.830e+00,1.94
-1.827e+00,1.94
-1.824e+00,1.94
-1.821e+00,1.9
-1.818e+00,1.94
-1.814e+00,1.9
-1.811e+00,1.9
-1.808e+00,1.86
-1.805e+00,1.9
-1.802e+00,1.86
-1.798e+00,1.86
-1.795e+00,1.86
-1.792e+00,1.86
-1.789e+00,1.86
-1.786e+00,1.82
-1.782e+00,1.82
-1.779e+00,1.82
-1.776e+00,1.78
-1.773e+00,1.78
-1.770e+00,1.78
-1.766e+00,1.74
-1.763e+00,1.74
-1.760e+00,1.74
-1.757e+00,1.7
-1.754e+00,1.7
-1.750e+00,1.7
-1.747e+00,1.66
-1.744e+00,1.66
-1.741e+00,1.66
-1.738e+00,1.62
-1.734e+00,1.58
-1.731e+00,1.62
-1.728e+00,1.54
-1.725e+00,1.58
-1.722e+00,1.54
-1.718e+00,1.54
-1.715e+00,1.5
-1.712e+00,1.46
-1.709e+00,1.46
-1.706e+00,1.46
-1.702e+00,1.42
-1.699e+00,1.42
-1.696e+00,1.42
-1.693e+00,1.38
-1.690e+00,1.34
-1.686e+00,1.34
-1.683e+00,1.3
-1.680e+00,1.3
-1.677e+00,1.3
-1.674e+00,1.3
-1.670e+00,1.26
-1.667e+00,1.22
-1.664e+00,1.18
-1.661e+00,1.18
-1.658e+00,1.18
-1.654e+00,1.14
-1.651e+00,1.14
-1.648e+00,1.14
-1.645e+00,1.1
-1.642e+00,1.06
-1.638e+00,1.06
-1.635e+00,1.06
-1.632e+00,1.02
-1.629e+00,1.02
-1.626e+00,0.98
-1.622e+00,0.94
-1.619e+00,0.94
-1.616e+00,0.94
-1.613e+00,0.9
-1.610e+00,0.9
-1.606e+00,0.86
-1.603e+00,0.86
-1.600e+00,0.82
-1.597e+00,0.78
-1.594e+00,0.78
-1.590e+00,0.74
-1.587e+00,0.74
-1.584e+00,0.7
-1.581e+00,0.7
-1.578e+00,0.7
-1.574e+00,0.62
-1.571e+00,0.66
-1.568e+00,0.62
-1.565e+00,0.62
-1.562e+00,0.62
-1.558e+00,0.58
-1.555e+00,0.54
-1.552e+00,0.54
-1.549e+00,0.5
-1.546e+00,0.46
-1.542e+00,0.46
-1.539e+00,0.46
-1.536e+00,0.46
-1.533e+00,0.42
-1.530e+00,0.42
-1.526e+00,0.42
-1.523e+00,0.42
-1.520e+00,0.38
-1.517e+00,0.38
-1.514e+00,0.34
-1.510e+00,0.3
-1.507e+00,0.34
-1.504e+00,0.3
-1.501e+00,0.3
-1.498e+00,0.3
-1.494e+00,0.26
-1.491e+00,0.26
-1.488e+00,0.26
-1.485e+00,0.22
-1.482e+00,0.22
-1.478e+00,0.18
-1.475e+00,0.18
-1.472e+00,0.18
-1.469e+00,0.14
-1.466e+00,0.14
-1.462e+00,0.14
-1.459e+00,0.14
-1.456e+00,0.14
-1.453e+00,0.1
-1.450e+00,0.1
-1.446e+00,0.1
-1.443e+00,0.06
-1.440e+00,0.1
-1.437e+00,0.1
-1.434e+00,0.06
-1.430e+00,0.06
-1.427e+00,0.06
-1.424e+00,0.06
-1.421e+00,0.06
-1.418e+00,0.02
-1.414e+00,0.02
-1.411e+00,0.02
-1.408e+00,0.02
-1.405e+00,0.02
-1.402e+00,0.02
-1.398e+00,0.02
-1.395e+00,0.02
-1.392e+00,0.02
-1.389e+00,0.02
-1.386e+00,0.02
-1.382e+00,0.02
-1.379e+00,0.02
-1.376e+00,0.02
-1.373e+00,0.02
-1.370e+00,0.02
-1.366e+00,0.02
-1.363e+00,0.02
-1.360e+00,-0.02
-1.357e+00,0.02
-1.354e+00,0.02
-1.350e+00,0.06
-1.347e+00,0.06
-1.344e+00,0.06
-1.341e+00,0.06
-1.338e+00,0.06
-1.334e+00,0.06
-1.331e+00,0.06
-1.328e+00,0.06
-1.325e+00,0.1
-1.322e+00,0.1
-1.318e+00,0.1
-1.315e+00,0.1
-1.312e+00,0.1
-1.309e+00,0.14
-1.306e+00,0.14
-1.302e+00,0.14
-1.299e+00,0.14
-1.296e+00,0.14
-1.293e+00,0.18
-1.290e+00,0.18
-1.286e+00,0.18
-1.283e+00,0.18
-1.280e+00,0.22
-1.277e+00,0.22
-1.274e+00,0.22
-1.270e+00,0.26
-1.267e+00,0.26
-1.264e+00,0.22
-1.261e+00,0.26
-1.258e+00,0.3
-1.254e+00,0.34
-1.251e+00,0.34
-1.248e+00,0.34
-1.245e+00,0.38
-1.242e+00,0.38
-1.238e+00,0.38
-1.235e+00,0.38
-1.232e+00,0.42
-1.229e+00,0.42
-1.226e+00,0.46
-1.222e+00,0.46
-1.219e+00,0.5
-1.216e+00,0.5
-1.213e+00,0.5
-1.210e+00,0.54
-1.206e+00,0.54
-1.203e+00,0.58
-1.200e+00,0.62
-1.197e+00,0.58
-1.194e+00,0.62
-1.190e+00,0.66
-1.187e+00,0.7
-1.184e+00,0.7
-1.181e+00,0.7
-1.178e+00,0.74
-1.174e+00,0.74
-1.171e+00,0.78
-1.168e+00,0.74
-1.165e+00,0.78
-1.162e+00,0.82
-1.158e+00,0.82
-1.155e+00,0.86
-1.152e+00,0.86
-1.149e+00,0.9
-1.146e+00,0.94
-1.142e+00,0.9
-1.139e+00,0.98
-1.136e+00,0.98
-1.133e+00,0.98
-1.130e+00,1.02
-1.126e+00,1.06
-1.123e+00,1.06
-1.120e+00,1.1
-1.117e+00,1.1
-1.114e+00,1.1
-1.110e+00,1.14
-1.107e+00,1.14
-1.104e+00,1.18
-1.101e+00,1.22
-1.098e+00,1.22
-1.094e+00,1.26
-1.091e+00,1.22
-1.088e+00,1.26
-1.085e+00,1.3
-1.082e+00,1.3
-1.078e+00,1.34
-1.075e+00,1.34
-1.072e+00,1.38
-1.069e+00,1.38
-1.066e+00,1.42
-1.062e+00,1.42
-1.059e+00,1.46
-1.056e+00,1.46
-1.053e+00,1.46
-1.050e+00,1.5
-1.046e+00,1.54
-1.043e+00,1.5
-1.040e+00,1.54
-1.037e+00,1.58
-1.034e+00,1.58
-1.030e+00,1.58
-1.027e+00,1.62
-1.024e+00,1.62
-1.021e+00,1.62
-1.018e+00,1.66
-1.014e+00,1.66
-1.011e+00,1.66
-1.008e+00,1.7
-1.005e+00,1.7
-1.002e+00,1.74
-9.984e-01,1.74
-9.952e-01,1.74
-9.920e-01,1.78
-9.888e-01,1.78
-9.856e-01,1.78
-9.824e-01,1.78
-9.792e-01,1.82
-9.760e-01,1.82
-9.728e-01,1.86
-9.696e-01,1.86
-9.664e-01,1.86
-9.632e-01,1.86
-9.600e-01,1.9
-9.568e-01,1.86
-9.536e-01,1.9
-9.504e-01,1.9
-9.472e-01,1.94
-9.440e-01,1.94
-9.408e-01,1.9
-9.376e-01,1.9
-9.344e-01,1.94
-9.312e-01,1.94
-9.280e-01,1.94
-9.248e-01,1.94
-9.216e-01,1.94
-9.184e-01,1.94
-9.152e-01,1.98
-9.120e-01,1.98
-9.088e-01,1.98
-9.056e-01,1.98
-9.024e-01,1.98
-8.992e-01,1.98
-8.960e-01,1.98
-8.928e-01,1.98
-8.896e-01,1.98
-8.864e-01,1.98
-8.832e-01,1.98
-8.800e-01,1.98
-8.768e-01,2.02
-8.736e-01,1.98
-8.704e-01,1.98
-8.672e-01,1.98
-8.640e-01,1.98
-8.608e-01,1.98
-8.576e-01,1.94
-8.544e-01,1.94
-8.512e-01,1.98
-8.480e-01,1.94
-8.448e-01,1.98
-8.416e-01,1.98
-8.384e-01,1.94
-8.352e-01,1.94
-8.320e-01,1.94
-8.288e-01,1.98
-8.256e-01,1.9
-8.224e-01,1.9
-8.192e-01,1.9
-8.160e-01,1.94
-8.128e-01,1.9
-8.096e-01,1.9
-8.064e-01,1.9
-8.032e-01,1.86
-8.000e-01,1.86
-7.968e-01,1.86
-7.936e-01,1.86
-7.904e-01,1.86
-7.872e-01,1.82
-7.840e-01,1.82
-7.808e-01,1.82
-7.776e-01,1.78
-7.744e-01,1.78
-7.712e-01,1.78
-7.680e-01,1.74
-7.648e-01,1.74
-7.616e-01,1.74
-7.584e-01,1.7
-7.552e-01,1.7
-7.520e-01,1.7
-7.488e-01,1.66
-7.456e-01,1.66
-7.424e-01,1.62
-7.392e-01,1.62
-7.360e-01,1.58
-7.328e-01,1.58
-7.296e-01,1.58
-7.264e-01,1.54
-7.232e-01,1.54
-7.200e-01,1.54
-7.168e-01,1.54
-7.136e-01,1.5
-7.104e-01,1.46
-7.072e-01,1.46
-7.040e-01,1.42
-7.008e-01,1.42
-6.976e-01,1.42
-6.944e-01,1.38
-6.912e-01,1.38
-6.880e-01,1.34
-6.848e-01,1.34
-6.816e-01,1.34
-6.784e-01,1.3
-6.752e-01,1.3
-6.720e-01,1.22
-6.688e-01,1.22
-6.656e-01,1.22
-6.624e-01,1.18
-6.592e-01,1.18
-6.560e-01,1.18
-6.528e-01,1.14
-6.496e-01,1.1
-6.464e-01,1.1
-6.432e-01,1.1
-6.400e-01,1.06
-6.368e-01,1.06
-6.336e-01,1.02
-6.304e-01,1.02
-6.272e-01,0.98
-6.240e-01,0.94
-6.208e-01,0.94
-6.176e-01,0.94
-6.144e-01,0.9
-6.112e-01,0.9
-6.080e-01,0.86
-6.048e-01,0.86
-6.016e-01,0.82
-5.984e-01,0.82
-5.952e-01,0.78
-5.920e-01,0.78
-5.888e-01,0.78
-5.856e-01,0.74
-5.824e-01,0.7
-5.792e-01,0.7
-5.760e-01,0.66
-5.728e-01,0.66
-5.696e-01,0.62
-5.664e-01,0.62
-5.632e-01,0.58
-5.600e-01,0.58
-5.568e-01,0.54
-5.536e-01,0.54
-5.504e-01,0.5
-5.472e-01,0.54
-5.440e-01,0.5
-5.408e-01,0.46
-5.376e-01,0.42
-5.344e-01,0.42
-5.312e-01,0.42
-5.280e-01,0.42
-5.248e-01,0.42
-5.216e-01,0.38
-5.184e-01,0.38
-5.152e-01,0.34
-5.120e-01,0.34
-5.088e-01,0.34
-5.056e-01,0.3
-5.024e-01,0.26
-4.992e-01,0.26
-4.960e-01,0.26
-4.928e-01,0.22
-4.896e-01,0.26
-4.864e-01,0.22
-4.832e-01,0.22
-4.800e-01,0.18
-4.768e-01,0.18
-4.736e-01,0.18
-4.704e-01,0.14
-4.672e-01,0.18
-4.640e-01,0.18
-4.608e-01,0.14
-4.576e-01,0.1
-4.544e-01,0.14
-4.512e-01,0.1
-4.480e-01,0.1
-4.448e-01,0.1
-4.416e-01,0.06
-4.384e-01,0.1
-4.352e-01,0.06
-4.320e-01,0.06
-4.288e-01,0.02
-4.256e-01,0.06
-4.224e-01,0.06
-4.192e-01,0.06
-4.160e-01,0.02
-4.128e-01,0.06
-4.096e-01,0.02
-4.064e-01,0.02
-4.032e-01,0.02
-4.000e-01,0.02
-3.968e-01,0.02
-3.936e-01,0.02
-3.904e-01,0.02
-3.872e-01,0.02
-3.840e-01,0.02
-3.808e-01,0.02
-3.776e-01,0.02
-3.744e-01,0.02
-3.712e-01,0.02
-3.680e-01,0.02
-3.648e-01,0.02
-3.616e-01,0.02
-3.584e-01,0.02
-3.552e-01,0.02
-3.520e-01,0.02
-3.488e-01,0.02
-3.456e-01,0.06
-3.424e-01,0.02
-3.392e-01,0.06
-3.360e-01,0.02
-3.328e-01,0.06
-3.296e-01,0.1
-3.264e-01,0.1
-3.232e-01,0.1
-3.200e-01,0.1
-3.168e-01,0.1
-3.136e-01,0.1
-3.104e-01,0.1
-3.072e-01,0.14
-3.040e-01,0.14
-3.008e-01,0.1
-2.976e-01,0.14
-2.944e-01,0.14
-2.912e-01,0.14
-2.880e-01,0.18
-2.848e-01,0.18
-2.816e-01,0.18
-2.784e-01,0.22
-2.752e-01,0.26
-2.720e-01,0.22
-2.688e-01,0.3
-2.656e-01,0.26
-2.624e-01,0.3
-2.592e-01,0.3
-2.560e-01,0.3
-2.528e-01,0.3
-2.496e-01,0.38
-2.464e-01,0.38
-2.432e-01,0.38
-2.400e-01,0.38
-2.368e-01,0.42
-2.336e-01,0.38
-2.304e-01,0.42
-2.272e-01,0.42
-2.240e-01,0.46
-2.208e-01,0.46
-2.176e-01,0.5
-2.144e-01,0.5
-2.112e-01,0.54
-2.080e-01,0.54
-2.048e-01,0.58
-2.016e-01,0.58
-1.984e-01,0.62
-1.952e-01,0.62
-1.920e-01,0.66
-1.888e-01,0.66
-1.856e-01,0.7
-1.824e-01,0.7
-1.792e-01,0.7
-1.760e-01,0.74
-1.728e-01,0.74
-1.696e-01,0.78
-1.664e-01,0.78
-1.632e-01,0.82
-1.600e-01,0.86
-1.568e-01,0.86
-1.536e-01,0.86
-1.504e-01,0.9
-1.472e-01,0.9
-1.440e-01,0.9
-1.408e-01,0.98
-1.376e-01,0.98
-1.344e-01,0.98
-1.312e-01,1.02
-1.280e-01,1.02
-1.248e-01,1.06
-1.216e-01,1.06
-1.184e-01,1.1
-1.152e-01,1.1
-1.120e-01,1.1
-1.088e-01,1.18
-1.056e-01,1.18
-1.024e-01,1.18
-9.920e-02,1.22
-9.600e-02,1.22
-9.280e-02,1.26
-8.960e-02,1.3
-8.640e-02,1.3
-8.320e-02,1.3
-8.000e-02,1.34
-7.680e-02,1.34
-7.360e-02,1.34
-7.040e-02,1.34
-6.720e-02,1.42
-6.400e-02,1.42
-6.080e-02,1.46
-5.760e-02,1.46
-5.440e-02,1.46
-5.120e-02,1.46
-4.800e-02,1.5
-4.480e-02,1.54
-4.160e-02,1.54
-3.840e-02,1.58
-3.520e-02,1.58
-3.200e-02,1.58
-2.880e-02,1.62
-2.560e-02,1.62
-2.240e-02,1.62
-1.920e-02,1.66
-1.600e-02,1.66
-1.280e-02,1.7
-9.600e-03,1.7
-6.400e-03,1.7
-3.200e-03,1.7
5.850e-14,1.74
3.200e-03,1.74
6.400e-03,1.74
9.600e-03,1.74
1.280e-02,1.78
1.600e-02,1.82
1.920e-02,1.78
2.240e-02,1.78
2.560e-02,1.86
2.880e-02,1.82
3.200e-02,1.82
3.520e-02,1.86
3.840e-02,1.86
4.160e-02,1.86
4.480e-02,1.86
4.800e-02,1.9
5.120e-02,1.9
5.440e-02,1.94
5.760e-02,1.94
6.080e-02,1.9
6.400e-02,1.94
6.720e-02,1.94
7.040e-02,1.94
7.360e-02,1.98
7.680e-02,1.94
8.000e-02,1.94
8.320e-02,1.98
8.640e-02,1.98
8.960e-02,1.98
9.280e-02,1.98
9.600e-02,1.98
9.920e-02,2.02
1.024e-01,1.98
1.056e-01,1.98
1.088e-01,1.98
1.120e-01,1.98
1.152e-01,1.98
1.184e-01,1.98
1.216e-01,2.02
1.248e-01,1.98
1.280e-01,1.98
1.312e-01,1.98
1.344e-01,2.02
1.376e-01,1.98
1.408e-01,1.98
1.440e-01,1.98
1.472e-01,1.98
1.504e-01,1.98
1.536e-01,1.94
1.568e-01,1.94
1.600e-01,1.94
1.632e-01,1.94
1.664e-01,1.98
1.696e-01,1.94
1.728e-01,1.98
1.760e-01,1.94
1.792e-01,1.94
1.824e-01,1.94
1.856e-01,1.94
1.888e-01,1.9
1.920e-01,1.9
1.952e-01,1.9
1.984e-01,1.9
2.016e-01,1.82
2.048e-01,1.86
2.080e-01,1.82
2.112e-01,1.82
2.144e-01,1.82
2.176e-01,1.82
2.208e-01,1.82
2.240e-01,1.78
2.272e-01,1.78
2.304e-01,1.78
2.336e-01,1.74
2.368e-01,1.74
2.400e-01,1.7
2.432e-01,1.7
2.464e-01,1.7
2.496e-01,1.62
2.528e-01,1.66
2.560e-01,1.62
2.592e-01,1.66
2.624e-01,1.62
2.656e-01,1.62
2.688e-01,1.58
2.720e-01,1.58
2.752e-01,1.54
2.784e-01,1.54
2.816e-01,1.54
2.848e-01,1.5
2.880e-01,1.5
2.912e-01,1.46
2.944e-01,1.42
2.976e-01,1.46
3.008e-01,1.42
3.040e-01,1.42
3.072e-01,1.38
3.104e-01,1.34
3.136e-01,1.34
3.168e-01,1.3
3.200e-01,1.3
3.232e-01,1.3
3.264e-01,1.26
3.296e-01,1.26
3.328e-01,1.26
3.360e-01,1.22
3.392e-01,1.22
3.424e-01,1.18
3.456e-01,1.14
3.488e-01,1.1
3.520e-01,1.1
3.552e-01,1.06
3.584e-01,1.1
3.616e-01,1.06
3.648e-01,1.06
3.680e-01,1.02
3.712e-01,0.98
3.744e-01,0.98
3.776e-01,0.94
3.808e-01,0.94
3.840e-01,0.9
3.872e-01,0.9
3.904e-01,0.9
3.936e-01,0.86
3.968e-01,0.82
4.000e-01,0.82
4.032e-01,0.78
4.064e-01,0.74
4.096e-01,0.74
4.128e-01,0.74
4.160e-01,0.74
4.192e-01,0.7
4.224e-01,0.66
4.256e-01,0.66
4.288e-01,0.62
4.320e-01,0.62
4.352e-01,0.62
4.384e-01,0.58
4.416e-01,0.54
4.448e-01,0.54
4.480e-01,0.54
4.512e-01,0.54
4.544e-01,0.5
4.576e-01,0.46
4.608e-01,0.46
4.640e-01,0.46
4.672e-01,0.42
4.704e-01,0.42
4.736e-01,0.38
4.768e-01,0.38
4.800e-01,0.38
4.832e-01,0.34
4.864e-01,0.34
4.896e-01,0.3
4.928e-01,0.3
4.960e-01,0.3
4.992e-01,0.3
5.024e-01,0.26
5.056e-01,0.26
5.088e-01,0.26
5.120e-01,0.22
5.152e-01,0.22
5.184e-01,0.18
5.216e-01,0.18
5.248e-01,0.18
