Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-05
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-4.480e-03,8.56
-4.464e-03,8.56
-4.448e-03,8.48
-4.432e-03,8.48
-4.416e-03,8.48
-4.400e-03,8.4
-4.384e-03,8.4
-4.368e-03,8.32
-4.352e-03,8.32
-4.336e-03,8.24
-4.320e-03,8.24
-4.304e-03,8.16
-4.288e-03,8.16
-4.272e-03,8.16
-4.256e-03,8.08
-4.240e-03,8
-4.224e-03,8
-4.208e-03,7.92
-4.192e-03,7.92
-4.176e-03,7.84
-4.160e-03,7.84
-4.144e-03,7.76
-4.128e-03,7.68
-4.112e-03,7.68
-4.096e-03,7.68
-4.080e-03,7.6
-4.064e-03,7.6
-4.048e-03,7.6
-4.032e-03,7.52
-4.016e-03,7.44
-4.000e-03,7.36
-3.984e-03,7.36
-3.968e-03,7.36
-3.952e-03,7.28
-3.936e-03,7.2
-3.920e-03,7.2
-3.904e-03,7.2
-3.888e-03,7.12
-3.872e-03,7.04
-3.856e-03,7.04
-3.840e-03,6.96
-3.824e-03,6.96
-3.808e-03,6.88
-3.792e-03,6.88
-3.776e-03,6.8
-3.760e-03,6.72
-3.744e-03,6.64
-3.728e-03,6.64
-3.712e-03,6.56
-3.696e-03,6.56
-3.680e-03,6.56
-3.664e-03,6.48
-3.648e-03,6.4
-3.632e-03,6.32
-3.616e-03,6.24
-3.600e-03,6.24
-3.584e-03,6.16
-3.568e-03,6.16
-3.552e-03,6.08
-3.536e-03,6.08
-3.520e-03,6
-3.504e-03,5.92
-3.488e-03,5.92
-3.472e-03,5.84
-3.456e-03,5.84
-3.440e-03,5.76
-3.424e-03,5.68
-3.408e-03,5.6
-3.392e-03,5.6
-3.376e-03,5.52
-3.360e-03,5.52
-3.344e-03,5.44
-3.328e-03,5.36
-3.312e-03,5.36
-3.296e-03,5.28
-3.280e-03,5.28
-3.264e-03,5.2
-3.248e-03,5.12
-3.232e-03,5.12
-3.216e-03,5.04
-3.200e-03,5.04
-3.184e-03,4.88
-3.168e-03,4.88
-3.152e-03,4.88
-3.136e-03,4.8
-3.120e-03,4.72
-3.104e-03,4.72
-3.088e-03,4.64
-3.072e-03,4.64
-3.056e-03,4.56
-3.040e-03,4.48
-3.024e-03,4.48
-3.008e-03,4.4
-2.992e-03,4.4
-2.976e-03,4.32
-2.960e-03,4.24
-2.944e-03,4.24
-2.928e-03,4.16
-2.912e-03,4.08
-2.896e-03,4.08
-2.880e-03,4
-2.864e-03,3.92
-2.848e-03,3.92
-2.832e-03,3.84
-2.816e-03,3.84
-2.800e-03,3.76
-2.784e-03,3.76
-2.768e-03,3.68
-2.752e-03,3.6
-2.736e-03,3.6
-2.720e-03,3.52
-2.704e-03,3.52
-2.688e-03,3.44
-2.672e-03,3.36
-2.656e-03,3.36
-2.640e-03,3.36
-2.624e-03,3.28
-2.608e-03,3.2
-2.592e-03,3.2
-2.576e-03,3.12
-2.560e-03,3.12
-2.544e-03,3.04
-2.528e-03,2.96
-2.512e-03,2.96
-2.496e-03,2.88
-2.480e-03,2.88
-2.464e-03,2.88
-2.448e-03,2.8
-2.432e-03,2.72
-2.416e-03,2.72
-2.400e-03,2.64
-2.384e-03,2.56
-2.368e-03,2.56
-2.352e-03,2.48
-2.336e-03,2.48
-2.320e-03,2.4
-2.304e-03,2.4
-2.288e-03,2.32
-2.272e-03,2.32
-2.256e-03,2.24
-2.240e-03,2.24
-2.224e-03,2.16
-2.208e-03,2.08
-2.192e-03,2.08
-2.176e-03,2.08
-2.160e-03,2
-2.144e-03,1.92
-2.128e-03,1.92
-2.112e-03,1.92
-2.096e-03,1.84
-2.080e-03,1.84
-2.064e-03,1.84
-2.048e-03,1.76
-2.032e-03,1.68
-2.016e-03,1.68
-2.000e-03,1.68
-1.984e-03,1.6
-1.968e-03,1.52
-1.952e-03,1.52
-1.936e-03,1.52
-1.920e-03,1.44
-1.904e-03,1.44
-1.888e-03,1.36
-1.872e-03,1.36
-1.856e-03,1.36
-1.840e-03,1.28
-1.824e-03,1.28
-1.808e-03,1.2
-1.792e-03,1.2
-1.776e-03,1.12
-1.760e-03,1.12
-1.744e-03,1.12
-1.728e-03,1.04
-1.712e-03,1.04
-1.696e-03,0.96
-1.680e-03,0.96
-1.664e-03,0.96
-1.648e-03,0.96
-1.632e-03,0.88
-1.616e-03,0.8
-1.600e-03,0.88
-1.584e-03,0.8
-1.568e-03,0.8
-1.552e-03,0.8
-1.536e-03,0.72
-1.520e-03,0.72
-1.504e-03,0.72
-1.488e-03,0.72
-1.472e-03,0.56
-1.456e-03,0.56
-1.440e-03,0.56
-1.424e-03,0.56
-1.408e-03,0.56
-1.392e-03,0.48
-1.376e-03,0.48
-1.360e-03,0.48
-1.344e-03,0.48
-1.328e-03,0.4
-1.312e-03,0.4
-1.296e-03,0.4
-1.280e-03,0.4
-1.264e-03,0.32
-1.248e-03,0.24
-1.232e-03,0.24
-1.216e-03,0.32
-1.200e-03,0.32
-1.184e-03,0.24
-1.168e-03,0.24
-1.152e-03,0.24
-1.136e-03,0.24
-1.120e-03,0.24
-1.104e-03,0.24
-1.088e-03,0.16
-1.072e-03,0.16
-1.056e-03,0.16
-1.040e-03,0.16
-1.024e-03,0.16
-1.008e-03,0.08
-9.920e-04,0.16
-9.760e-04,0.08
-9.600e-04,0.08
-9.440e-04,0.08
-9.280e-04,0.08
-9.120e-04,0.08
-8.960e-04,0.08
-8.800e-04,0.08
-8.640e-04,0.08
-8.480e-04,0.08
-8.320e-04,0.08
-8.160e-04,0
-8.000e-04,0.08
-7.840e-04,0
-7.680e-04,0
-7.520e-04,0
-7.360e-04,0
-7.200e-04,0
-7.040e-04,0
-6.880e-04,0
-6.720e-04,0
-6.560e-04,0
-6.400e-04,0
-6.240e-04,0
-6.080e-04,0
-5.920e-04,0
-5.760e-04,0.08
-5.600e-04,0
-5.440e-04,0
-5.280e-04,0
-5.120e-04,0.08
-4.960e-04,0.08
-4.800e-04,0.08
-4.640e-04,0.08
-4.480e-04,0.08
-4.320e-04,0
-4.160e-04,0.08
-4.000e-04,0.08
-3.840e-04,0.08
-3.680e-04,0.08
-3.520e-04,0.08
-3.360e-04,0.08
-3.200e-04,0.16
-3.040e-04,0.08
-2.880e-04,0.16
-2.720e-04,0.08
-2.560e-04,0.16
-2.400e-04,0.16
-2.240e-04,0.24
-2.080e-04,0.24
-1.920e-04,0.16
-1.760e-04,0.24
-1.600e-04,0.24
-1.440e-04,0.24
-1.280e-04,0.32
-1.120e-04,0.32
-9.600e-05,0.32
-8.000e-05,0.32
-6.400e-05,0.32
-4.800e-05,0.4
-3.200e-05,0.4
-1.600e-05,0.4
-2.938e-16,0.4
1.600e-05,0.48
3.200e-05,0.48
4.800e-05,0.48
6.400e-05,0.48
8.000e-05,0.56
9.600e-05,0.56
1.120e-04,0.56
1.280e-04,0.64
1.440e-04,0.64
1.600e-04,0.64
1.760e-04,0.64
1.920e-04,0.72
2.080e-04,0.8
2.240e-04,0.8
2.400e-04,0.8
2.560e-04,0.88
2.720e-04,0.88
2.880e-04,0.88
3.040e-04,0.88
3.200e-04,0.96
3.360e-04,0.96
3.520e-04,1.04
3.680e-04,1.04
3.840e-04,1.04
4.000e-04,1.12
4.160e-04,1.04
4.320e-04,1.12
4.480e-04,1.12
4.640e-04,1.2
4.800e-04,1.28
4.960e-04,1.28
5.120e-04,1.28
5.280e-04,1.36
5.440e-04,1.36
5.600e-04,1.44
5.760e-04,1.44
5.920e-04,1.44
6.080e-04,1.52
6.240e-04,1.52
6.400e-04,1.6
6.560e-04,1.6
6.720e-04,1.68
6.880e-04,1.68
7.040e-04,1.76
7.200e-04,1.76
7.360e-04,1.76
7.520e-04,1.84
7.680e-04,1.84
7.840e-04,1.92
8.000e-04,1.92
8.160e-04,2
8.320e-04,2
8.480e-04,2.08
8.640e-04,2.16
8.800e-04,2.08
8.960e-04,2.24
9.120e-04,2.24
9.280e-04,2.24
9.440e-04,2.32
9.600e-04,2.4
9.760e-04,2.4
9.920e-04,2.48
1.008e-03,2.48
1.024e-03,2.56
1.040e-03,2.56
1.056e-03,2.56
1.072e-03,2.64
1.088e-03,2.72
1.104e-03,2.8
1.120e-03,2.72
1.136e-03,2.88
1.152e-03,2.88
1.168e-03,2.96
1.184e-03,2.96
1.200e-03,3.04
1.216e-03,3.12
1.232e-03,3.12
1.248e-03,3.2
1.264e-03,3.2
1.280e-03,3.2
1.296e-03,3.28
1.312e-03,3.36
1.328e-03,3.36
1.344e-03,3.44
1.360e-03,3.52
1.376e-03,3.52
1.392e-03,3.6
1.408e-03,3.6
1.424e-03,3.68
1.440e-03,3.68
1.456e-03,3.76
1.472e-03,3.76
1.488e-03,3.84
1.504e-03,3.92
1.520e-03,3.92
1.536e-03,4
1.552e-03,4.08
1.568e-03,4.08
1.584e-03,4.16
1.600e-03,4.16
1.616e-03,4.24
1.632e-03,4.24
1.648e-03,4.32
1.664e-03,4.4
1.680e-03,4.4
1.696e-03,4.48
1.712e-03,4.56
1.728e-03,4.56
1.744e-03,4.64
1.760e-03,4.64
1.776e-03,4.72
1.792e-03,4.8
1.808e-03,4.88
1.824e-03,4.88
1.840e-03,4.88
1.856e-03,4.96
1.872e-03,4.96
1.888e-03,5.12
1.904e-03,5.12
1.920e-03,5.2
1.936e-03,5.2
1.952e-03,5.28
1.968e-03,5.36
1.984e-03,5.36
2.000e-03,5.44
2.016e-03,5.44
2.032e-03,5.6
2.048e-03,5.6
2.064e-03,5.68
2.080e-03,5.68
2.096e-03,5.76
2.112e-03,5.76
2.128e-03,5.84
2.144e-03,5.84
2.160e-03,5.92
2.176e-03,6
2.192e-03,6
2.208e-03,6.08
2.224e-03,6.08
2.240e-03,6.16
2.256e-03,6.24
2.272e-03,6.24
2.288e-03,6.32
2.304e-03,6.32
2.320e-03,6.4
2.336e-03,6.48
2.352e-03,6.48
2.368e-03,6.56
2.384e-03,6.64
2.400e-03,6.64
2.416e-03,6.72
2.432e-03,6.72
2.448e-03,6.8
2.464e-03,6.88
2.480e-03,6.88
2.496e-03,6.96
2.512e-03,6.96
2.528e-03,7.04
2.544e-03,7.04
2.560e-03,7.12
2.576e-03,7.2
2.592e-03,7.28
2.608e-03,7.28
2.624e-03,7.28
2.640e-03,7.36
2.656e-03,7.44
2.672e-03,7.52
2.688e-03,7.44
2.704e-03,7.52
2.720e-03,7.6
2.736e-03,7.6
2.752e-03,7.68
2.768e-03,7.68
2.784e-03,7.76
2.800e-03,7.76
2.816e-03,7.84
2.832e-03,7.84
2.848e-03,7.92
2.864e-03,7.92
2.880e-03,8
2.896e-03,8
2.912e-03,8
2.928e-03,8.08
2.944e-03,8.16
2.960e-03,8.16
2.976e-03,8.24
2.992e-03,8.24
3.008e-03,8.24
3.024e-03,8.32
3.040e-03,8.4
3.056e-03,8.4
3.072e-03,8.4
3.088e-03,8.48
3.104e-03,8.56
3.120e-03,8.56
3.136e-03,8.56
3.152e-03,8.56
3.168e-03,8.64
3.184e-03,8.64
3.200e-03,8.72
3.216e-03,8.72
3.232e-03,8.8
3.248e-03,8.8
3.264e-03,8.8
3.280e-03,8.88
3.296e-03,8.96
3.312e-03,8.96
3.328e-03,8.96
3.344e-03,9.04
3.360e-03,9.04
3.376e-03,9.04
3.392e-03,9.04
3.408e-03,9.12
3.424e-03,9.12
3.440e-03,9.2
3.456e-03,9.2
3.472e-03,9.28
3.488e-03,9.2
3.504e-03,9.28
3.520e-03,9.28
3.536e-03,9.28
3.552e-03,9.36
3.568e-03,9.36
3.584e-03,9.36
3.600e-03,9.44
3.616e-03,9.44
3.632e-03,9.44
3.648e-03,9.44
3.664e-03,9.52
3.680e-03,9.52
3.696e-03,9.52
3.712e-03,9.52
3.728e-03,9.6
3.744e-03,9.6
3.760e-03,9.6
3.776e-03,9.6
3.792e-03,9.68
3.808e-03,9.68
3.824e-03,9.68
3.840e-03,9.68
3.856e-03,9.76
3.872e-03,9.76
3.888e-03,9.68
3.904e-03,9.76
3.920e-03,9.76
3.936e-03,9.84
3.952e-03,9.76
3.968e-03,9.84
3.984e-03,9.84
4.000e-03,9.84
4.016e-03,9.84
4.032e-03,9.84
4.048e-03,9.84
4.064e-03,9.84
4.080e-03,9.84
4.096e-03,9.84
4.112e-03,9.92
4.128e-03,9.84
4.144e-03,9.92
4.160e-03,9.92
4.176e-03,9.92
4.192e-03,9.92
4.208e-03,9.92
4.224e-03,10
4.240e-03,9.92
4.256e-03,9.92
4.272e-03,9.92
4.288e-03,9.92
4.304e-03,9.92
4.320e-03,10
4.336e-03,9.92
4.352e-03,9.92
4.368e-03,9.92
4.384e-03,9.92
4.400e-03,9.92
4.416e-03,9.92
4.432e-03,9.92
4.448e-03,9.92
4.464e-03,9.92
4.480e-03,9.92
4.496e-03,9.92
4.512e-03,9.92
4.528e-03,9.92
4.544e-03,9.92
4.560e-03,9.92
4.576e-03,9.92
4.592e-03,9.84
4.608e-03,9.92
4.624e-03,9.84
4.640e-03,9.84
4.656e-03,9.84
4.672e-03,9.84
4.688e-03,9.84
4.704e-03,9.76
4.720e-03,9.76
4.736e-03,9.76
4.752e-03,9.76
4.768e-03,9.76
4.784e-03,9.76
4.800e-03,9.68
4.816e-03,9.68
4.832e-03,9.68
4.848e-03,9.68
4.864e-03,9.6
4.880e-03,9.6
4.896e-03,9.6
4.912e-03,9.6
4.928e-03,9.6
4.944e-03,9.52
4.960e-03,9.52
4.976e-03,9.52
4.992e-03,9.44
5.008e-03,9.44
5.024e-03,9.44
5.040e-03,9.44
5.056e-03,9.44
5.072e-03,9.36
5.088e-03,9.36
5.104e-03,9.36
5.120e-03,9.36
5.136e-03,9.28
5.152e-03,9.28
5.168e-03,9.28
5.184e-03,9.2
5.200e-03,9.2
5.216e-03,9.2
5.232e-03,9.12
5.248e-03,9.12
5.264e-03,9.04
5.280e-03,9.04
5.296e-03,9.04
5.312e-03,8.96
5.328e-03,8.96
5.344e-03,8.96
5.360e-03,8.88
5.376e-03,8.88
5.392e-03,8.88
5.408e-03,8.8
5.424e-03,8.8
5.440e-03,8.72
5.456e-03,8.8
5.472e-03,8.72
5.488e-03,8.64
5.504e-03,8.64
5.520e-03,8.56
5.536e-03,8.56
5.552e-03,8.48
5.568e-03,8.48
5.584e-03,8.4
5.600e-03,8.4
5.616e-03,8.4
5.632e-03,8.32
5.648e-03,8.32
5.664e-03,8.32
5.680e-03,8.24
5.696e-03,8.16
5.712e-03,8.24
5.728e-03,8.16
5.744e-03,8.08
5.760e-03,8.08
5.776e-03,8
5.792e-03,7.92
5.808e-03,7.92
5.824e-03,7.84
5.840e-03,7.84
5.856e-03,7.76
5.872e-03,7.76
5.888e-03,7.68
5.904e-03,7.68
5.920e-03,7.6
5.936e-03,7.6
5.952e-03,7.52
5.968e-03,7.52
5.984e-03,7.44
6.000e-03,7.44
6.016e-03,7.44
6.032e-03,7.36
6.048e-03,7.28
6.064e-03,7.2
6.080e-03,7.2
6.096e-03,7.12
6.112e-03,7.12
6.128e-03,7.04
6.144e-03,6.96
6.160e-03,6.96
6.176e-03,6.88
6.192e-03,6.88
6.208e-03,6.8
6.224e-03,6.72
6.240e-03,6.72
6.256e-03,6.64
6.272e-03,6.64
6.288e-03,6.56
6.304e-03,6.56
6.320e-03,6.48
6.336e-03,6.48
6.352e-03,6.4
6.368e-03,6.32
6.384e-03,6.32
6.400e-03,6.24
6.416e-03,6.16
6.432e-03,6.16
6.448e-03,6.08
6.464e-03,6
6.480e-03,6
6.496e-03,5.92
6.512e-03,5.92
6.528e-03,5.84
6.544e-03,5.84
6.560e-03,5.76
6.576e-03,5.68
6.592e-03,5.68
6.608e-03,5.6
6.624e-03,5.52
6.640e-03,5.52
6.656e-03,5.44
6.672e-03,5.44
6.688e-03,5.36
6.704e-03,5.36
6.720e-03,5.28
6.736e-03,5.2
6.752e-03,5.12
6.768e-03,5.12
6.784e-03,5.04
6.800e-03,5.04
6.816e-03,4.96
6.832e-03,4.88
6.848e-03,4.88
6.864e-03,4.8
6.880e-03,4.72
6.896e-03,4.72
6.912e-03,4.64
6.928e-03,4.64
6.944e-03,4.56
6.960e-03,4.48
6.976e-03,4.48
6.992e-03,4.4
7.008e-03,4.4
7.024e-03,4.32
7.040e-03,4.24
7.056e-03,4.16
7.072e-03,4.16
7.088e-03,4.08
7.104e-03,4.08
7.120e-03,4
7.136e-03,3.92
7.152e-03,3.92
7.168e-03,3.92
7.184e-03,3.84
7.200e-03,3.76
7.216e-03,3.76
7.232e-03,3.68
7.248e-03,3.68
7.264e-03,3.6
7.280e-03,3.52
7.296e-03,3.52
7.312e-03,3.44
7.328e-03,3.36
7.344e-03,3.36
7.360e-03,3.28
7.376e-03,3.28
7.392e-03,3.2
7.408e-03,3.2
7.424e-03,3.12
7.440e-03,3.12
7.456e-03,3.04
7.472e-03,2.96
7.488e-03,2.96
7.504e-03,2.88
7.520e-03,2.88
7.536e-03,2.8
7.552e-03,2.72
7.568e-03,2.72
7.584e-03,2.64
7.600e-03,2.64
7.616e-03,2.56
7.632e-03,2.56
7.648e-03,2.48
7.664e-03,2.48
7.680e-03,2.4
7.696e-03,2.4
7.712e-03,2.32
7.728e-03,2.24
7.744e-03,2.24
7.760e-03,2.24
7.776e-03,2.16
7.792e-03,2.08
7.808e-03,2.08
7.824e-03,2
7.840e-03,2
7.856e-03,2
7.872e-03,1.92
7.888e-03,1.92
7.904e-03,1.84
7.920e-03,1.84
7.936e-03,1.76
7.952e-03,1.76
7.968e-03,1.68
7.984e-03,1.68
8.000e-03,1.6
8.016e-03,1.6
8.032e-03,1.6
8.048e-03,1.52
8.064e-03,1.52
8.080e-03,1.44
8.096e-03,1.44
8.112e-03,1.36
8.128e-03,1.36
8.144e-03,1.36
8.160e-03,1.28
8.176e-03,1.2
8.192e-03,1.2
8.208e-03,1.2
8.224e-03,1.2
8.240e-03,1.12
8.256e-03,1.04
8.272e-03,1.12
8.288e-03,1.04
8.304e-03,1.04
8.320e-03,0.96
8.336e-03,0.96
8.352e-03,0.96
8.368e-03,0.88
8.384e-03,0.88
8.400e-03,0.8
8.416e-03,0.8
8.432e-03,0.8
8.448e-03,0.8
8.464e-03,0.72
8.480e-03,0.72
8.496e-03,0.64
8.512e-03,0.64
8.528e-03,0.64
8.544e-03,0.56
8.560e-03,0.56
8.576e-03,0.56
8.592e-03,0.48
8.608e-03,0.48
8.624e-03,0.48
8.640e-03,0.48
8.656e-03,0.48
8.672e-03,0.4
8.688e-03,0.4
8.704e-03,0.4
8.720e-03,0.4
8.736e-03,0.4
8.752e-03,0.32
8.768e-03,0.32
8.784e-03,0.32
8.800e-03,0.24
8.816e-03,0.24
8.832e-03,0.24
8.848e-03,0.24
8.864e-03,0.16
8.880e-03,0.16
8.896e-03,0.24
8.912e-03,0.16
8.928e-03,0.16
8.944e-03,0.16
8.960e-03,0.08
8.976e-03,0.16
8.992e-03,0.08
9.008e-03,0.08
9.024e-03,0.08
9.040e-03,0.08
9.056e-03,0.08
9.072e-03,0.08
9.088e-03,0.08
9.104e-03,0.08
9.120e-03,0
9.136e-03,0
9.152e-03,0.08
9.168e-03,0.08
9.184e-03,0
9.200e-03,0
9.216e-03,0
9.232e-03,0
9.248e-03,0
9.264e-03,0
9.280e-03,0
9.296e-03,0
9.312e-03,0
9.328e-03,0
9.344e-03,0
9.360e-03,0
9.376e-03,0
9.392e-03,0
9.408e-03,0
9.424e-03,0
9.440e-03,0
9.456e-03,0
9.472e-03,0.08
9.488e-03,0
9.504e-03,0.08
9.520e-03,0
9.536e-03,0.08
9.552e-03,0.08
9.568e-03,0.08
9.584e-03,0.08

