Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-05
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-1.682e-02,8.64
-1.680e-02,8.72
-1.678e-02,8.8
-1.677e-02,8.8
-1.675e-02,8.8
-1.674e-02,8.8
-1.672e-02,8.88
-1.670e-02,8.88
-1.669e-02,8.96
-1.667e-02,8.96
-1.666e-02,8.96
-1.664e-02,8.96
-1.662e-02,9.04
-1.661e-02,9.04
-1.659e-02,9.12
-1.658e-02,9.12
-1.656e-02,9.2
-1.654e-02,9.2
-1.653e-02,9.28
-1.651e-02,9.2
-1.650e-02,9.2
-1.648e-02,9.28
-1.646e-02,9.36
-1.645e-02,9.28
-1.643e-02,9.36
-1.642e-02,9.36
-1.640e-02,9.36
-1.638e-02,9.44
-1.637e-02,9.44
-1.635e-02,9.44
-1.634e-02,9.44
-1.632e-02,9.52
-1.630e-02,9.52
-1.629e-02,9.52
-1.627e-02,9.52
-1.626e-02,9.6
-1.624e-02,9.6
-1.622e-02,9.6
-1.621e-02,9.6
-1.619e-02,9.68
-1.618e-02,9.68
-1.616e-02,9.68
-1.614e-02,9.68
-1.613e-02,9.68
-1.611e-02,9.76
-1.610e-02,9.76
-1.608e-02,9.84
-1.606e-02,9.76
-1.605e-02,9.84
-1.603e-02,9.84
-1.602e-02,9.84
-1.600e-02,9.84
-1.598e-02,9.84
-1.597e-02,9.84
-1.595e-02,9.92
-1.594e-02,9.84
-1.592e-02,9.84
-1.590e-02,9.84
-1.589e-02,9.92
-1.587e-02,9.84
-1.586e-02,9.92
-1.584e-02,9.92
-1.582e-02,9.92
-1.581e-02,9.92
-1.579e-02,9.92
-1.578e-02,10
-1.576e-02,9.92
-1.574e-02,10
-1.573e-02,9.92
-1.571e-02,9.92
-1.570e-02,9.92
-1.568e-02,9.92
-1.566e-02,9.92
-1.565e-02,10
-1.563e-02,9.92
-1.562e-02,9.92
-1.560e-02,9.92
-1.558e-02,9.92
-1.557e-02,9.92
-1.555e-02,10
-1.554e-02,9.92
-1.552e-02,9.92
-1.550e-02,10
-1.549e-02,9.84
-1.547e-02,9.84
-1.546e-02,9.92
-1.544e-02,9.84
-1.542e-02,9.84
-1.541e-02,9.84
-1.539e-02,9.92
-1.538e-02,9.84
-1.536e-02,9.84
-1.534e-02,9.84
-1.533e-02,9.84
-1.531e-02,9.76
-1.530e-02,9.76
-1.528e-02,9.76
-1.526e-02,9.76
-1.525e-02,9.76
-1.523e-02,9.68
-1.522e-02,9.68
-1.520e-02,9.68
-1.518e-02,9.68
-1.517e-02,9.68
-1.515e-02,9.68
-1.514e-02,9.68
-1.512e-02,9.6
-1.510e-02,9.6
-1.509e-02,9.6
-1.507e-02,9.6
-1.506e-02,9.6
-1.504e-02,9.6
-1.502e-02,9.52
-1.501e-02,9.52
-1.499e-02,9.44
-1.498e-02,9.44
-1.496e-02,9.44
-1.494e-02,9.44
-1.493e-02,9.36
-1.491e-02,9.36
-1.490e-02,9.44
-1.488e-02,9.28
-1.486e-02,9.28
-1.485e-02,9.28
-1.483e-02,9.28
-1.482e-02,9.2
-1.480e-02,9.2
-1.478e-02,9.12
-1.477e-02,9.12
-1.475e-02,9.12
-1.474e-02,9.12
-1.472e-02,9.12
-1.470e-02,9.04
-1.469e-02,8.96
-1.467e-02,8.96
-1.466e-02,9.04
-1.464e-02,8.88
-1.462e-02,8.88
-1.461e-02,8.88
-1.459e-02,8.8
-1.458e-02,8.8
-1.456e-02,8.72
-1.454e-02,8.72
-1.453e-02,8.72
-1.451e-02,8.64
-1.450e-02,8.56
-1.448e-02,8.56
-1.446e-02,8.56
-1.445e-02,8.56
-1.443e-02,8.48
-1.442e-02,8.48
-1.440e-02,8.48
-1.438e-02,8.4
-1.437e-02,8.32
-1.435e-02,8.32
-1.434e-02,8.32
-1.432e-02,8.24
-1.430e-02,8.16
-1.429e-02,8.16
-1.427e-02,8.16
-1.426e-02,8.08
-1.424e-02,8.08
-1.422e-02,8
-1.421e-02,7.92
-1.419e-02,7.92
-1.418e-02,7.84
-1.416e-02,7.84
-1.414e-02,7.84
-1.413e-02,7.76
-1.411e-02,7.68
-1.410e-02,7.68
-1.408e-02,7.6
-1.406e-02,7.6
-1.405e-02,7.52
-1.403e-02,7.44
-1.402e-02,7.44
-1.400e-02,7.44
-1.398e-02,7.44
-1.397e-02,7.28
-1.395e-02,7.28
-1.394e-02,7.2
-1.392e-02,7.2
-1.390e-02,7.12
-1.389e-02,7.12
-1.387e-02,7.04
-1.386e-02,7.04
-1.384e-02,6.96
-1.382e-02,6.88
-1.381e-02,6.88
-1.379e-02,6.88
-1.378e-02,6.8
-1.376e-02,6.8
-1.374e-02,6.64
-1.373e-02,6.64
-1.371e-02,6.56
-1.370e-02,6.56
-1.368e-02,6.48
-1.366e-02,6.48
-1.365e-02,6.4
-1.363e-02,6.32
-1.362e-02,6.32
-1.360e-02,6.24
-1.358e-02,6.24
-1.357e-02,6.16
-1.355e-02,6.08
-1.354e-02,6
-1.352e-02,6
-1.350e-02,6
-1.349e-02,5.92
-1.347e-02,5.84
-1.346e-02,5.76
-1.344e-02,5.76
-1.342e-02,5.76
-1.341e-02,5.68
-1.339e-02,5.68
-1.338e-02,5.6
-1.336e-02,5.52
-1.334e-02,5.44
-1.333e-02,5.36
-1.331e-02,5.36
-1.330e-02,5.36
-1.328e-02,5.2
-1.326e-02,5.2
-1.325e-02,5.2
-1.323e-02,5.12
-1.322e-02,5.04
-1.320e-02,5.04
-1.318e-02,4.96
-1.317e-02,4.88
-1.315e-02,4.88
-1.314e-02,4.8
-1.312e-02,4.72
-1.310e-02,4.64
-1.309e-02,4.64
-1.307e-02,4.64
-1.306e-02,4.56
-1.304e-02,4.56
-1.302e-02,4.4
-1.301e-02,4.4
-1.299e-02,4.4
-1.298e-02,4.32
-1.296e-02,4.32
-1.294e-02,4.24
-1.293e-02,4.16
-1.291e-02,4.16
-1.290e-02,4.08
-1.288e-02,4
-1.286e-02,4
-1.285e-02,3.92
-1.283e-02,3.84
-1.282e-02,3.84
-1.280e-02,3.84
-1.278e-02,3.76
-1.277e-02,3.68
-1.275e-02,3.6
-1.274e-02,3.6
-1.272e-02,3.52
-1.270e-02,3.52
-1.269e-02,3.44
-1.267e-02,3.36
-1.266e-02,3.36
-1.264e-02,3.28
-1.262e-02,3.28
-1.261e-02,3.2
-1.259e-02,3.2
-1.258e-02,3.2
-1.256e-02,3.12
-1.254e-02,3.04
-1.253e-02,3.04
-1.251e-02,2.96
-1.250e-02,2.88
-1.248e-02,2.88
-1.246e-02,2.8
-1.245e-02,2.8
-1.243e-02,2.72
-1.242e-02,2.72
-1.240e-02,2.64
-1.238e-02,2.56
-1.237e-02,2.48
-1.235e-02,2.48
-1.234e-02,2.4
-1.232e-02,2.4
-1.230e-02,2.4
-1.229e-02,2.32
-1.227e-02,2.32
-1.226e-02,2.24
-1.224e-02,2.24
-1.222e-02,2.16
-1.221e-02,2.16
-1.219e-02,2.08
-1.218e-02,2.08
-1.216e-02,2
-1.214e-02,1.92
-1.213e-02,1.92
-1.211e-02,1.84
-1.210e-02,1.92
-1.208e-02,1.76
-1.206e-02,1.76
-1.205e-02,1.76
-1.203e-02,1.68
-1.202e-02,1.68
-1.200e-02,1.68
-1.198e-02,1.6
-1.197e-02,1.52
-1.195e-02,1.52
-1.194e-02,1.44
-1.192e-02,1.44
-1.190e-02,1.44
-1.189e-02,1.36
-1.187e-02,1.36
-1.186e-02,1.36
-1.184e-02,1.28
-1.182e-02,1.28
-1.181e-02,1.2
-1.179e-02,1.2
-1.178e-02,1.12
-1.176e-02,1.12
-1.174e-02,1.12
-1.173e-02,1.04
-1.171e-02,0.96
-1.170e-02,1.04
-1.168e-02,0.96
-1.166e-02,0.96
-1.165e-02,0.96
-1.163e-02,0.88
-1.162e-02,0.8
-1.160e-02,0.8
-1.158e-02,0.8
-1.157e-02,0.8
-1.155e-02,0.8
-1.154e-02,0.72
-1.152e-02,0.72
-1.150e-02,0.64
-1.149e-02,0.64
-1.147e-02,0.64
-1.146e-02,0.64
-1.144e-02,0.56
-1.142e-02,0.56
