# OpenSignals Text File Format. Version 1
# {"98:D3:81:FD:6D:86": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:81:FD:6D:86", "device connection": "BTH98:D3:81:FD:6D:86", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-5", "time": "11:41:2.168", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	499	
1	0	0	0	0	495	
2	0	0	0	0	503	
3	0	0	0	0	515	
4	0	0	0	0	522	
5	0	0	0	0	518	
6	0	0	0	0	523	
7	0	0	0	0	516	
8	0	0	0	0	507	
9	0	0	0	0	498	
10	0	0	0	0	496	
11	0	0	0	0	493	
12	0	0	0	0	492	
13	0	0	0	0	492	
14	0	0	0	0	494	
15	0	0	0	0	496	
0	0	0	0	0	501	
1	0	0	0	0	497	
2	0	0	0	0	499	
3	0	0	0	0	508	
4	0	0	0	0	513	
5	0	0	0	0	520	
6	0	0	0	0	521	
7	0	0	0	0	521	
8	0	0	0	0	513	
9	0	0	0	0	504	
10	0	0	0	0	497	
11	0	0	0	0	495	
12	0	0	0	0	494	
13	0	0	0	0	491	
14	0	0	0	0	496	
15	0	0	0	0	495	
0	0	0	0	0	499	
1	0	0	0	0	501	
2	0	0	0	0	495	
3	0	0	0	0	502	
4	0	0	0	0	512	
5	0	0	0	0	518	
6	0	0	0	0	519	
7	0	0	0	0	523	
8	0	0	0	0	519	
9	0	0	0	0	509	
10	0	0	0	0	498	
11	0	0	0	0	495	
12	0	0	0	0	494	
13	0	0	0	0	493	
14	0	0	0	0	492	
15	0	0	0	0	493	
0	0	0	0	0	495	
1	0	0	0	0	502	
2	0	0	0	0	498	
3	0	0	0	0	496	
4	0	0	0	0	502	
5	0	0	0	0	513	
6	0	0	0	0	521	
7	0	0	0	0	519	
8	0	0	0	0	521	
9	0	0	0	0	518	
10	0	0	0	0	505	
11	0	0	0	0	496	
12	0	0	0	0	495	
13	0	0	0	0	492	
14	0	0	0	0	491	
15	0	0	0	0	495	
0	0	0	0	0	497	
1	0	0	0	0	498	
2	0	0	0	0	500	
3	0	0	0	0	494	
4	0	0	0	0	499	
5	0	0	0	0	510	
6	0	0	0	0	519	
7	0	0	0	0	520	
8	0	0	0	0	522	
9	0	0	0	0	524	
10	0	0	0	0	512	
11	0	0	0	0	504	
12	0	0	0	0	497	
13	0	0	0	0	494	
14	0	0	0	0	495	
15	0	0	0	0	491	
0	0	0	0	0	496	
1	0	0	0	0	495	
2	0	0	0	0	499	
3	0	0	0	0	498	
4	0	0	0	0	495	
5	0	0	0	0	502	
6	0	0	0	0	512	
7	0	0	0	0	519	
8	0	0	0	0	517	
9	0	0	0	0	520	
10	0	0	0	0	519	
11	0	0	0	0	510	
12	0	0	0	0	501	
13	0	0	0	0	496	
14	0	0	0	0	493	
15	0	0	0	0	491	
0	0	0	0	0	492	
1	0	0	0	0	493	
2	0	0	0	0	496	
3	0	0	0	0	502	
4	0	0	0	0	498	
5	0	0	0	0	495	
6	0	0	0	0	506	
7	0	0	0	0	518	
8	0	0	0	0	521	
9	0	0	0	0	516	
10	0	0	0	0	521	
11	0	0	0	0	515	
12	0	0	0	0	507	
13	0	0	0	0	497	
14	0	0	0	0	495	
15	0	0	0	0	492	
0	0	0	0	0	488	
1	0	0	0	0	495	
2	0	0	0	0	497	
3	0	0	0	0	498	
4	0	0	0	0	499	
5	0	0	0	0	496	
6	0	0	0	0	498	
7	0	0	0	0	509	
8	0	0	0	0	518	
9	0	0	0	0	519	
10	0	0	0	0	522	
11	0	0	0	0	522	
12	0	0	0	0	511	
13	0	0	0	0	501	
14	0	0	0	0	496	
15	0	0	0	0	495	
0	0	0	0	0	494	
1	0	0	0	0	491	
2	0	0	0	0	492	
3	0	0	0	0	496	
4	0	0	0	0	499	
5	0	0	0	0	500	
6	0	0	0	0	497	
7	0	0	0	0	504	
8	0	0	0	0	512	
9	0	0	0	0	520	
10	0	0	0	0	519	
11	0	0	0	0	521	
12	0	0	0	0	520	
13	0	0	0	0	509	
14	0	0	0	0	499	
15	0	0	0	0	496	
0	0	0	0	0	492	
1	0	0	0	0	492	
