,media,desviacion_estandar,amplitud,frecuencia_dominante,potencia,kurtosis,rms,min_value,max_value,total_power,median_freq,f_max,WAMP,MMAV,V3,WL
5,3.556404803233117e-05,0.10269107724659081,1.2896035017251826,9498,0.010545458610866795,6.631021061775708,0.10269108340487404,-0.7457759253349348,0.5438275763902478,0.011087411126268007,85.9375,39.0625,78,0.06106381224495683,2.8811339569571808,483.10123525934176
5,-2.20268700972881e-06,0.12142344603130256,1.5230552899564223,380,0.014743653250968474,7.955388388984314,0.12142344605128153,-0.8541786285463471,0.6688766614100751,0.015358859438006696,82.03125,39.0625,139,0.07061174598225639,3.246649122310224,451.1540474194244
5,3.0213092274919626e-06,0.1179359347935756,1.7548577628931623,7546,0.013908884724762826,7.541223353541855,0.1179359348322759,-1.1008548623298613,0.654002900563301,0.014066515539553168,85.9375,42.96875,93,0.07038413661385154,3.088890397497632,460.3008079911083
5,-3.622897132369134e-05,0.09790497378933857,1.2730996108956063,9522,0.009585385205229436,6.212329079447962,0.09790498049246237,-0.7502637960170929,0.5228358148785133,0.009221399159126571,93.75,39.0625,78,0.058164549325352116,2.7204299176958884,479.6801986504829
5,2.5846826573015447e-05,0.10190544177752829,1.5541083744208577,599,0.010384719731931653,8.034286120533684,0.10190544505536323,-0.9926265018276625,0.5614818725931952,0.010610621535637773,85.9375,70.3125,67,0.060514919222332944,2.7938124594437346,439.71782747522116
5,-1.9024528556314645e-05,0.10827532347854815,1.3800874420113338,319,0.011723546036316927,6.2700507509848595,0.10827532514990165,-0.7610912469423619,0.618996195068972,0.01201249735997433,85.9375,42.96875,86,0.06459353487951423,2.798274372300128,421.02285024193753
5,2.9732083295247482e-05,0.1094577891394016,1.4063029702149512,446,0.011981008487282478,5.931801183135797,0.1094577931774731,-0.8093775891540436,0.5969253810609076,0.012524000930781352,89.84375,74.21875,63,0.0659045529096332,2.6755937317211584,379.56876849987043
5,-2.857459818865113e-05,0.102443035353826,1.2555755317987245,8671,0.010494576309012902,6.696660409840913,0.10244303933900488,-0.6983502211545137,0.5572253106442109,0.010548338863926506,82.03125,50.78125,80,0.060510663337884046,2.782405304073757,431.6627033692106
5,1.4958223264422171e-05,0.10905739055876551,1.271958227836842,7689,0.011893514659235558,6.554636452458385,0.10905739158459438,-0.6874361103205516,0.5845221175162904,0.012527991112221247,85.9375,39.0625,76,0.0643175011527261,2.8381882169044745,412.133028841507
6,1.154704207342199e-05,0.09405974271129917,1.0878264224090952,274,0.008847235332249978,6.4408097966493845,0.09405974342007306,-0.5914789522409643,0.4963474701681309,0.010147646708527193,74.21875,42.96875,28,0.05603654987976066,2.223580461270466,264.89775973134624
6,-3.21902962289944e-05,0.10164351263055194,1.1979329071319051,527,0.010331404696092344,6.477283380414213,0.10164351772785289,-0.723393873120671,0.47453903401123404,0.009949935519285847,89.84375,62.5,53,0.06055722429035278,2.463868351765553,310.80966572617
6,4.205561770857856e-05,0.10196055543301846,1.0408175774012116,5733,0.01039595663288461,5.438460706283468,0.10196056410634756,-0.5909317350874909,0.4498858423137207,0.01052846502467109,82.03125,46.875,43,0.06161710621675375,2.3511569696913543,297.3828862428933
6,-6.966471158261934e-05,0.11054624467993665,1.2541482377408664,395,0.012220477066008463,7.296639845966504,0.11054626663080243,-0.7489237757159238,0.5052244620249424,0.012886136827476765,85.9375,42.96875,94,0.0655597585141088,2.7860899161260897,364.42280621119846
6,7.795010490302077e-05,0.11825135191004817,1.432721202629288,286,0.013983388304772908,6.501747854352707,0.11825137760200896,-0.7476670515512488,0.685054151078039,0.014461878282631435,82.03125,42.96875,91,0.07014071795299143,2.877010097393773,356.40958190335016
6,-1.8628828643751586e-05,0.11060147875524468,1.3732498881200852,496,0.012232687449880097,6.454248917239896,0.11060148032409013,-0.8632810241085659,0.5099688640115193,0.012264056567276561,85.9375,39.0625,75,0.06651898785544519,2.67131695719348,340.01505751806
6,-3.87953649043444e-06,0.11544017382788181,1.3298912789724597,6670,0.013326433748462372,7.435038610797349,0.11544017389307057,-0.8042295064061571,0.5256617725663026,0.012752078577447482,89.84375,39.0625,97,0.06736613690034798,2.932085052120933,374.8493423765247
6,-5.357596769429621e-07,0.11725294349100635,1.4230321037826865,463,0.013748252757592167,7.933304714316616,0.11725294349223037,-0.7826239315145224,0.6404081722681642,0.014179522393195679,82.03125,42.96875,89,0.06818861003187042,2.9237715013692944,348.9349948822864
6,4.312470100773582e-06,0.12346967992944766,1.6655788654236132,317,0.01524476188047765,8.748313538618174,0.12346968000475926,-1.0010692591882775,0.6645096062353358,0.014575925901959184,85.9375,39.0625,124,0.07124689127005779,3.1179937713377415,360.20669289770467
6,-6.0535742087263515e-06,0.12679177154921584,1.8284122008107433,6529,0.01607615336923429,9.876382605426617,0.1267917716937274,-1.22092218902676,0.6074900117839832,0.014097011489868166,89.84375,70.3125,156,0.07333346727848794,3.3171851381526327,406.12486786219097
7,1.8196764408810163e-06,0.08688674587379737,1.1829808545731972,245,0.007549306611849066,7.954871444772229,0.08688674589285218,-0.7839147207413621,0.399066133831835,0.006942450402335765,93.75,39.0625,35,0.05085934515311663,2.1603993251576776,266.7832271202609
7,-2.2623384356343597e-05,0.09938876240268299,1.2468176483001177,419,0.00987812660375449,7.432306884346912,0.09938876497750886,-0.7658252412168828,0.480992407083235,0.010055696455377794,93.75,39.0625,63,0.05885338554456051,2.4498658122810153,317.5739787070971
7,2.3706693724854708e-05,0.0987236072140175,1.1573467104462745,6688,0.009746351183354936,6.624198683795569,0.09872361006038492,-0.6525707459773578,0.5047759644689167,0.009923895249804759,89.84375,39.0625,67,0.05842516274902316,2.466660544160671,336.71553297233834
7,-7.036035253417947e-05,0.11300140292862486,1.2938761152276346,443,0.012769322014416632,6.167835290511592,0.11300142483356851,-0.7536191996363473,0.5402569155912872,0.01236624225480475,85.9375,85.9375,82,0.06802024398557521,2.7841234580820187,388.956789007363
7,3.500643368098295e-05,0.11293982433569491,1.2462126770158028,473,0.012755405146428023,5.92199144870311,0.11293982976093077,-0.7616140162293155,0.48459866078648745,0.013363625490262453,85.9375,46.875,98,0.06809867702564236,3.0629127075091147,509.6728192320299
7,-9.383088879718615e-07,0.10791893766297317,1.463376357876479,7413,0.011646497107185112,6.916090108023556,0.10791893766705227,-0.9586026258816202,0.5047737319948589,0.01192475719957718,85.9375,42.96875,88,0.06434181847181107,2.8100977246535956,401.5162567734684
7,1.5616045836628385e-05,0.1070536040312945,1.2603770794391684,7813,0.011460474379950082,6.72964516522658,0.10705360517026076,-0.6901160224694594,0.5702610569697091,0.010996602384042604,82.03125,70.3125,95,0.06283989522577002,2.8593273647807624,425.2477118389452
7,-1.2433247913485364e-05,0.10481618130662086,1.208505326016835,592,0.010986432018288075,6.402506281106,0.10481618204403399,-0.6117390494751258,0.5967662765417093,0.011763323365704681,93.75,85.9375,90,0.06211633731998655,2.6130276143331552,358.98847569539106
7,2.502725832193829e-06,0.1121745790468728,1.3625726789629549,6638,0.01258313619060675,6.192893728437797,0.11217457907479195,-0.7097838089178679,0.6527888700450871,0.012538482584913012,89.84375,50.78125,97,0.06677049752982811,2.7808493212998964,373.979423198492
7,1.9049714836620244e-06,0.11749582032671693,1.8721548397135397,6610,0.013805267797877066,9.487053294078821,0.11749582034215969,-1.153589832297492,0.7185650074160477,0.013463531966155233,93.75,54.6875,136,0.06594340336156854,3.0718279599974108,365.5795900544157
8,4.315542224356103e-06,0.09832190366726605,1.2211443151257346,496,0.009667196759379049,7.71070152355052,0.09832190376197487,-0.7941394539036124,0.42700486122212233,0.009263441687868803,89.84375,42.96875,52,0.058453320176945156,2.4283711669554253,305.11197352627613
8,8.434849960647043e-06,0.10172309337768719,1.1220190208654708,383,0.01034758779747236,6.574172629997491,0.10172309372739487,-0.6282991600975518,0.493719860767919,0.010376412542422973,85.9375,78.125,76,0.059923555933771105,2.6101903052673245,360.4461394462673
8,-3.991253567689172e-05,0.09970694693201089,1.1715860200072497,390,0.00994147685951334,8.202234879062257,0.09970695492047353,-0.6943461568114389,0.4772398631958108,0.010053839934198528,89.84375,42.96875,76,0.057824366803950464,2.5650949781342045,326.9115740872819
8,2.231693203373772e-05,0.1236161878399011,1.5685309654123794,252,0.015280962394115164,7.967417208951372,0.12361618985438422,-0.9893244373891155,0.579206528023264,0.015340025057408354,85.9375,66.40625,119,0.07218822982729324,2.987864989684566,350.99815887806807
8,1.9992604439855956e-05,0.11155257020523072,1.6199936564501027,580,0.012443976319097163,8.340318437430804,0.11155257199678169,-0.989301966738877,0.6306916897112257,0.012068085198254667,93.75,42.96875,101,0.06469698650592862,2.8720348513627965,364.0912081861509
8,-1.49692532932553e-05,0.11463875968690786,1.427426511666686,285,0.013142045446631155,6.255321414955548,0.11463876066423238,-0.8364519603961519,0.590974551270534,0.01258801515874711,93.75,89.84375,106,0.06830140854746872,2.8430753335806918,381.2283771406742
8,3.30628316531207e-05,0.12090278200478413,1.8744089483184163,473,0.014617483789647187,11.045666578377064,0.12090278652556849,-1.1580326610367229,0.7163762872816934,0.012482394568827227,93.75,39.0625,145,0.0688628299783207,3.2132001966501416,382.340011904944
8,-7.657832822575844e-06,0.12451908182327627,1.4847188858383695,251,0.01550500179675418,6.81150973366404,0.12451908205875185,-0.8043547979710024,0.6803640878673671,0.01497962826834799,82.03125,46.875,115,0.07372239164789,2.9713476354403365,343.2753884179467
8,-1.3601578849229378e-05,0.12191304576878582,1.637675882598915,6059,0.014862790913625013,8.276763703468509,0.1219130465275354,-0.8919756010260729,0.7457002815728423,0.014533255069435697,89.84375,85.9375,114,0.07041621985533277,3.057426404266134,352.13353647669027
8,6.507753116030216e-06,0.12685025252695142,1.6748690242803608,273,0.016090986608502195,8.579992892620062,0.1268502526938839,-0.9183180189496841,0.7565510053306767,0.01713339941974826,85.9375,42.96875,149,0.07278236581379194,3.2108274561181314,370.24840850480615
9,2.293205713279934e-06,0.09848263366838347,1.1045003035305831,585,0.009698829139519811,7.263392009403606,0.09848263369508256,-0.6065220023902497,0.49797830114033353,0.009520199362768095,105.46875,109.375,89,0.05685671512616014,2.4470254085869474,313.59170919931944
9,-8.030391643956868e-06,0.11337814087485555,1.293845810520093,280,0.01285460289272578,7.5096707906789835,0.11337814115924542,-0.7921619167420504,0.5016838937780427,0.013950665506513768,101.5625,66.40625,101,0.06650681745132073,2.5782803602257593,273.6780810405752
9,2.6983166002991667e-06,0.11024512826020355,1.3006417445393312,315,0.01215398831238964,6.432171107482443,0.110245128293225,-0.7969783610768563,0.5036633834624751,0.012944255089647102,101.5625,66.40625,81,0.0657546525281401,2.4470926733132403,273.2226371996411
9,2.173754888794467e-05,0.09729058143419843,0.9550780111495092,321,0.009465457708325426,6.254551839045838,0.09729058386259909,-0.4798492140751944,0.4752287970743148,0.010802707045017488,109.375,113.28125,47,0.05669551088942618,2.101856812361817,209.98579465033708
9,-2.3608211169497997e-05,0.12395168139342815,1.449989800693074,4141,0.01536401987760556,6.863501248711289,0.12395168364167371,-0.9402897171446983,0.5097000835483758,0.01612282485217391,105.46875,89.84375,103,0.07293451055886838,2.675790705920631,277.79021210175324
9,-9.544433378867765e-07,0.11253051462244754,1.2475274140884614,326,0.012663116722103842,7.2046300982840235,0.11253051462649516,-0.7532561889575146,0.49427122513094685,0.012681070509893193,93.75,78.125,76,0.0654461508343563,2.4616217373506872,240.84696693637437
9,-2.9330031053306845e-06,0.1313612013982934,1.337301853691248,583,0.01725576524140551,6.438703987780866,0.13136120143103713,-0.675440068426967,0.6618617852642809,0.01868535625885832,97.65625,78.125,147,0.07679896307983185,2.846830134528425,271.32481090504814
9,-7.228398676755243e-06,0.11663574841556708,1.604097956837855,405,0.013603897860709207,8.508611615271034,0.11663574863955394,-0.8951152427451943,0.7089827140926609,0.014047457643460439,101.5625,46.875,91,0.06688757625186896,2.693567121458021,262.3620188235072
9,1.5738056321116967e-05,0.11432669205505762,1.2477602068289133,4763,0.013070592763938392,6.948021631213689,0.11432669313829728,-0.719213870904469,0.5285463359244443,0.013435886935958067,109.375,125.0,89,0.06647384101831229,2.58793860578036,267.03501349956804
9,-6.582423894840996e-07,0.11892389857050573,1.3804333973967489,230,0.014142893651641219,7.495927439321862,0.11892389857232742,-0.8652933191982007,0.515140078198548,0.0142235644861117,89.84375,39.0625,66,0.06732186672545236,2.611597147149779,248.41821288801773
10,-2.907640133339523e-06,0.10009817123490931,1.2753630962994662,432,0.010019643893027595,9.030612467918985,0.1000981712771397,-0.7254307143485401,0.5499323819509262,0.010503128705243791,101.5625,85.9375,85,0.056636867727269224,2.346087278737456,238.98669532921406
10,9.210803344607186e-06,0.11103439465139871,1.5298938781148914,309,0.012328636880441458,9.099696246231412,0.11103439503343754,-0.8084022366038903,0.721491641511001,0.01297789052256648,97.65625,97.65625,123,0.06287588910493426,2.688962261089653,279.1540874750595
10,-1.106738987223479e-05,0.11279271648206969,1.5223364785587945,473,0.012722197013891675,8.104658272143324,0.1127927170250441,-0.9500636753274004,0.5722728032313942,0.012973320787764307,105.46875,121.09375,113,0.065571816052277,2.5922227411369114,271.84524367954486
10,3.935208195831384e-06,0.1083011253530135,1.321883449967305,356,0.01172913376821501,9.131972182172536,0.10830112542450798,-0.8079710764750774,0.5139123734922274,0.011729816913317844,97.65625,62.5,99,0.061328211555720144,2.6196344379102694,274.91996418055385
10,-4.667764418018598e-06,0.10261914596351226,1.2959936553930294,314,0.010530689140068657,8.768981599562679,0.1026191460696719,-0.8297559090039829,0.4662377463890465,0.010928172265619518,101.5625,54.6875,73,0.05921725255899989,2.447055602285952,266.1764722398668
10,2.590988325398058e-07,0.12173687340862069,1.3892302719250154,210,0.01481986634737367,8.004184699769022,0.12173687340889641,-0.7429327514627309,0.6462975204622844,0.01574693588029303,85.9375,54.6875,105,0.06969694695465152,2.812377506527259,274.35504976213224
10,1.2007250027893626e-05,0.11627919868260612,1.4628306515728693,529,0.013520852190443043,7.122518670502332,0.11627919930255387,-0.8796805814108357,0.5831500701620336,0.013307469977981351,97.65625,66.40625,76,0.06744262784980512,2.5324070817648177,248.23253006472748
10,-3.337550199749645e-06,0.11340589716694247,1.335574154126605,262,0.01286089752337837,6.646510671708632,0.11340589721605474,-0.6863047067168794,0.6492694474097257,0.014121174666770101,89.84375,54.6875,81,0.06689816680198393,2.5438815299755206,268.57056667450007
10,2.7857499456260968e-06,0.1138688151332958,1.33406963464612,352,0.0129661070676211,8.471617484588771,0.11386881516737188,-0.6897359391396236,0.6443336955064964,0.012477055126657805,93.75,54.6875,100,0.06316605472813566,2.7493128494092347,267.2216199764326
10,5.269610119853719e-07,0.1193913262934204,1.3340696347152678,4680,0.01425428879437967,7.710546845045529,0.11939132629458335,-0.6897359394004956,0.6443336953147724,0.014718110942571838,89.84375,62.5,100,0.0681302465638207,2.7492867435161354,264.18681843821287
11,3.232946527186124e-07,0.10032699789197992,1.512787951313317,574,0.010065506506121863,10.028375611909084,0.10032699789250081,-0.8545545848062297,0.6582333665070872,0.010118495285416897,101.5625,93.75,105,0.054892303530838425,2.5504259917866046,270.7480086842745
11,-1.958755647727925e-05,0.12350332595836769,1.4397484080834215,414,0.015253071906451183,7.519959389158928,0.12350332751165526,-0.827850061340607,0.6118983467428145,0.015926250293584177,101.5625,97.65625,141,0.0715171346935362,2.8226519211909418,293.1224747963496
11,1.0513364620621669e-05,0.10874545721257818,1.3413049747038406,451,0.011825574574903505,8.545859494734948,0.10874545772078714,-0.846419885371727,0.4948850893321136,0.012941543594805392,105.46875,70.3125,84,0.061847095934805224,2.529040993042767,251.0316327814802
11,1.1615612212927087e-05,0.11952693385114527,1.5583890909681113,436,0.0142866880507785,9.194953805364332,0.11952693441554711,-0.9265250829015437,0.6318640080665675,0.01394276804641374,101.5625,78.125,131,0.06647295552591517,2.910445568858705,288.84051597548773
11,-1.933770485415698e-06,0.1125074996360143,1.3143445949364625,239,0.012657937478087224,7.928600303952987,0.11250749965263304,-0.8155941999808151,0.4987503949556473,0.013151395978747366,85.9375,70.3125,87,0.06487935349692972,2.5835951205768573,257.9853640862369
11,1.5302748970738355e-06,0.11533207411015099,1.3881946436885357,286,0.013301487320891101,6.758496647662223,0.11533207412030315,-0.7799383762680168,0.6082562674205191,0.01339305510399417,97.65625,54.6875,101,0.0679882551066548,2.593449698865001,273.2007992433128
11,1.2150099862140486e-06,0.11766172950691814,1.508708813415864,291,0.01384428259203542,7.721619061743011,0.11766172951319141,-0.8736359772523654,0.6350728361634984,0.014223747501090357,93.75,50.78125,115,0.06778651142620748,2.8695444916899717,321.2760541188137
11,-4.3432005982857455e-07,0.11842464989298744,1.6818790886887593,429,0.014024397702465285,7.945982054443637,0.11842464989378387,-1.0158009440051594,0.6660781446835999,0.01657505449251089,89.84375,85.9375,98,0.06971533090801264,2.700583000622745,281.9155408542823
11,-4.473321589950328e-06,0.1129135016329005,1.4057638926123546,368,0.01274945887101363,8.625035193955531,0.11291350172151084,-0.7925174382215998,0.6132464543907546,0.012611627249642265,101.5625,66.40625,125,0.06338614531703406,2.8827869883012784,319.0444200967929
11,-5.225766138484011e-06,0.1300691345783673,1.4354137069004564,380,0.016917979797274055,6.404510159016019,0.13006913468334466,-0.6548822844394052,0.7805314224610512,0.01614824917734387,93.75,89.84375,141,0.07719098451461928,2.907935856634127,312.9823857832457
