,media,desviacion_estandar,amplitud,frecuencia_dominante,potencia,kurtosis,rms,min_value,max_value,total_power,median_freq,f_max,WAMP,MMAV,V3,WL
12,1.3820454004843096e-05,0.09713634637077659,1.1675992018402965,384,0.009435469977268433,6.389108743337207,0.0971363473539562,-0.6983710449658473,0.4692281568744492,0.009809142799137263,93.75,74.21875,39,0.057652039444658035,2.0864299819638807,213.95999256929116
12,-8.92631270358324e-09,0.11332629478070061,1.3881721498660782,558,0.01284284908872233,8.498827584643692,0.11332629478070096,-0.7809518197273365,0.6072203301387418,0.012750307262889084,93.75,78.125,104,0.0645552351373145,2.635078225486361,257.8097541382822
12,-4.0202472206237075e-06,0.11797339744613726,1.3515419474902002,323,0.013917722521146652,8.125318337081547,0.1179733975146374,-0.7859860109559424,0.5655559365342577,0.013930185168043783,85.9375,54.6875,98,0.06726919876565121,2.736370856548693,261.40301619279023
12,5.13477201957766e-06,0.14595429802790322,1.520571025243255,4665,0.02130265713918388,7.061937161198806,0.14595429811822563,-0.9109015296785307,0.6096694955647244,0.024482110384993958,89.84375,46.875,165,0.08476358165212987,3.3183584880375596,313.88202825927607
12,-7.049027551492035e-07,0.1285897761320062,1.5086863134181867,229,0.01653533052617636,6.548072996269136,0.12858977613393827,-0.9169711427667149,0.5917151706514718,0.01779866538236993,97.65625,50.78125,111,0.07565206783092575,2.7791676110527526,278.16533496264924
12,-1.0185955213751863e-06,0.12258998340475398,1.5503139954073744,519,0.01502830403221539,8.28593098287671,0.1225899834089857,-0.8433535520572779,0.7069604433500966,0.01581563019957981,97.65625,46.875,149,0.06941228073966099,2.9450711138282393,300.75637683537775
12,-1.0653488599089378e-06,0.11667693697750585,1.3382008529216087,618,0.013613507623587841,7.067422546123538,0.11667693698236958,-0.7449415200700464,0.5932593328515623,0.01335424822146335,101.5625,125.0,102,0.0675363940248129,2.644511285248861,272.1102347468951
12,1.1825184282658663e-05,0.11391667106358722,1.7284349256534055,5229,0.01297700808604451,9.771899559048142,0.11391667167734716,-0.8506785660484114,0.8777563596049942,0.015406592639212943,89.84375,46.875,99,0.06311564297879664,2.7922317822251137,269.052514019917
12,-9.797340704311756e-06,0.10626616922564074,1.280813936651381,433,0.011292498817880399,8.64246595382874,0.1062661696772797,-0.7146306788491744,0.5661832578022067,0.013143825021734206,97.65625,109.375,78,0.05970798004309301,2.5660261896252914,253.05645299261568
12,6.361930322396412e-06,0.1272298412151322,1.6016776070009178,287,0.016187432536101908,7.509507768114932,0.1272298413741914,-0.774527700685139,0.8271499063157788,0.015306656779084094,97.65625,46.875,167,0.0725685146349343,3.1035280192158234,338.5821959013737
