,media,desviacion_estandar,amplitud,frecuencia_dominante,potencia,kurtosis,rms,min_value,max_value,total_power,median_freq,f_max,WAMP
10,1.2099657499604198e-05,0.11729537564190959,1.5040762487977588,5107,0.013758205293378388,6.565531999020667,0.11729537626598241,-0.6903017110834156,0.813774537714343,0.014244072537734213,78.125,46.875,0
10,-1.565756907328794e-05,0.139295276806643,1.5104181037971383,5137,0.019403174385798763,7.430976034880812,0.1392952776866422,-0.7556125089230081,0.7548055948741301,0.020747394437796184,74.21875,70.3125,0
10,-4.892672838258661e-06,0.14378247112026996,1.7490929058492637,4770,0.020673399025389512,8.187354317497327,0.14378247120351462,-0.9096286118106564,0.8394642940386073,0.021423046105591273,85.9375,54.6875,2
10,8.861626255145915e-06,0.15549207824236713,1.7559396799177147,305,0.024177786474658843,7.693446328012765,0.15549207849488295,-0.8937669076946102,0.8621727722231045,0.026178544284006785,70.3125,54.6875,1
11,-7.002312893753248e-07,0.10700310114432747,1.1002586521171551,3841,0.011449663654993497,5.474475408127376,0.10700310114661864,-0.5000283696596943,0.6002302824574607,0.010671313588886157,89.84375,89.84375,0
11,4.1273238114076595e-06,0.11269408136658705,1.2413185389595318,273,0.012699955992093746,6.587877071886904,0.1126940814421669,-0.6218934545230003,0.6194250844365315,0.012202847717862486,85.9375,39.0625,0
11,1.3080436071639466e-05,0.13146897372492028,1.3330657919673705,200,0.01728409122338159,6.304637453451467,0.13146897437563582,-0.6043370617434809,0.7287287302238896,0.018435756446111083,82.03125,35.15625,0
11,-2.969242881327383e-06,0.13506533374961038,1.3721312763884226,300,0.018242644389710044,5.89027219017267,0.13506533378224794,-0.6235558048663498,0.7485754715220728,0.01769162476734517,70.3125,50.78125,0
11,-3.647312086660694e-05,0.1388714522999257,1.693912736103075,283,0.019285281594179086,7.993776386620941,0.1388714570895657,-0.7543404094620658,0.9395723266410092,0.018817964048728632,74.21875,46.875,0
12,-2.528308537920555e-05,0.0944418321763096,1.1837103028165359,432,0.008919260304052632,7.742931416322837,0.09444183556058529,-0.49582493120515636,0.6878853716113796,0.009056319975408214,82.03125,39.0625,0
12,-2.488259325056222e-05,0.1151564641643268,1.2414048325668774,299,0.01326101185797333,6.43277089005329,0.11515646685259726,-0.496099609229269,0.7453052233376083,0.013088351409681894,89.84375,35.15625,0
12,3.7893974280503914e-05,0.13919142531576242,1.4126443772764579,5663,0.01937425431738675,6.495395473970202,0.13919143047395824,-0.634578561719809,0.778065815556649,0.020097549340204454,82.03125,82.03125,0
12,3.0079290531758585e-05,0.1482782554797946,1.5475353048964884,4641,0.021986441952894953,6.557485998983853,0.14827825853069274,-0.7099483469609227,0.8375869579355656,0.024290239021698228,74.21875,74.21875,1
12,-4.15096753042288e-05,0.15474496836966514,1.9813546276894816,348,0.02394600695878181,8.137538140897528,0.15474497393706138,-0.967411643920508,1.0139429837689735,0.022798310070966197,78.125,46.875,2
