"Hipertrofia","Normal","SHA"
0.0279471417557976,0.900424532460591,0.418004074244194
0.437138573144545,0.155654022195254,0.543039702096195
0.939126596037706,0.972169375241593,0.218718926516125
0.230574927675638,0.0407346197469169,0.668208825016263
0.393200296003335,0.336490808286262,0.437011809452294
0.655907045832692,0.000224477439450697,0.627986191423598
